text,class,sentiment,confidence
"I'm not really a big club guy, maybe it's because I'm not a player (or is it playa  I can never keep track of what the kids say these days)  I hate lines, I hate cover charges, and I hate $12 drinks that should be $6. On this night I didn't have to worry about these things thanks to a friend of a friend of a friend who got us in without waiting and without a cover (we were more than happy to give him a nice tip though)  So we walk past the line and I'm feeling like Wayne and Garth holding up their backstage passes in Wayne's World.We get up to Moon and I'm thinking ""Maybe I should change my whole anti-club attitude!"" This place was great - awesome music, some outdoor space with amazing views of Vegas and one floor down, the Playboy Club - a casino that features Playboy bunnies as dealers.  Did I mention that I'm also not much of a gambler  I'm thinking that might be changing as well...
",1,positive,88.4
"Moon is one of my favorite Vegas Clubs.  The vibe and people are great, the views from upstairs on the deck is spectacular, and you've gotta love a place with a retractable roof over the dance floor.  Have not done bottle service, but really no need; very easy to navigate even when we went on a busy Saturday.   Check this place out, you will not be disappointed.
",1,negative,74.4
"Loved Moon! The music was awesome and the crowd was great too. I went with like 14 of my friends and had a blast! We didn't have bottle service but the bouncer was nice enough to let us use an unreserved bottle service area. The only part that got me mad was the leaving part. You know how some clubs you have to try really hard to get IN Well we practically had to beg them to let us leave! They use an elevator and theres like a hundred people going up and down! It's really annoying but still loved it!
",1,negative,62.7
"When damaging your liver it's best to use only the freshest and best quality ingredients and if you want to do some serious damage then you should definitely check out Mardi Gras.  They freshly squeeze the oranges and grapefruits in front of you for your Screwdrivers and Greyhounds so you don't have to worry about nasty impurities from the fruit juice ruining your cocktail.  Why make your liver work harder than it already has to.
",1,positive,77.5
"My personal favorite Pittsburgh bar. Notorious for fresh juice and strong drinks. For the first few years I lived in pgh this was our standard last stop before heading home. Not once did I remember leaving the bar. Things have slowed down a bit since then, mostly because I've also learned to never order more then two drinks. It's also tiny, so if you want to sit down, get there early (or go during the week). Weekend crowds are ass to crotch throughout the entire place.
",1,negative,74.5
"""Alright you bunch of booze bags, go home.""  I would probably end up staying for days on end if I wasn't told that at the end of the night.Great DrinksGreat Juke boxGreat Crowdand, wait for it........ a mrs. packman machine.
",1,negative,53.1
"Strong drinks, dark and smoky, cozy booths, great juke box.  This is a bar, this is your neighborhood bar.  If you need to meet someone for a drink and just talk it out - this is the place.  A good friend of mine always points out the ugly carpet.  Yep, the carpet here is ugly, but at least it is new.  And the place is dark so you never really see the carpet anyways.
",1,positive,79.0
"MS. PAC-MAN...drinks, and cool laid back setting, with great jukebox..very mellow, sit back, sip, and listen to buckets of rain by dylan and your night is complete
",1,positive,94.6
"I lived across the street from Mardi Gras for a year.  It was a pleasure I can't begin to describe.
",1,negative,84.3
"This is a total hidden gem. I was unaware that this bar existed till a friend took me here. We were sitting across the street at Mario's and he says to me, ""You want to go some place else and get some STRONG drinks"" This proposition not only got me excited, but piqued my interest. Where are we going and why don't I know about this placeOnce we made it inside and up the long set of stairs (I can see myself taking a digger down these after a few Manhattens) you enter the dark, semi smokey bar. This place is divey but not dirty. It just looks they decorated it about 25 years ago and if it was good enough then, damnit its good enough now. The juke box is loaded with classic jazz and blues and normally operates at the guidance of the bartender (which is fine by me, he has good taste.)The bartender is one of those guys whose career has been behind the bar. He makes his drinks fast, tall, and strong. The average cocktail (whiskey and coke, vodka and juice, gin and tonic) run about $6 and some of their others (Manhattan, martinis, etc) cost $8. The prices are higher than some may be used to, but relax, its worth it. You are getting a rocks glass with little ice, filled nearly to the top with your booze of choice, and a mist of whatever else you wanted to water down the drink. If I'm going to spend $15 in a bar I would rather drink 2 well made, strong drinks than drink 15 cups of coke each with an eye dropper's worth whiskey.  If you want a place to listen to some good music, get schwacked on liquor, and enjoy some conversation, Mardi Gras is you joint.
",1,positive,68.4
"Some serious old school 80's glamour waits up the long flight of stairs to Marti Gras.  There's something magical about this dive--even the smoke doesn't seem to bother me...Actually, it's probably the strong drinks that are responsible for that...Which may be made with magic.  Who can say  But I'm a sucker for any sort of sweet vodka cocktail in a martini glass, and the drinks here will knock a girl off her heels.  Luckily, there's always an attentive bartender waiting to mix one more cocktail.But this ain't no college dive.  You won't find too many kids in here, which I appreciate.  It's dark up those stairs and the jukebox jazz is often questionable, but the booths are cozy and the drinks are tall and the beer selection is more than decent.  I'll take it.P.S. - It was cash only last time I checked.
",1,positive,66.7
